Observation ID,Observation Date,Platform,Observation Start Time,Observation End Time,Observation Start Time Accuracy,Observation Start Time Precision,Observation End Time Accuracy,Observation End Time Precision,Initial Activity,Initial Activity Certainty,Initial Distance,Primary Departure Reason,Secondary Departure Reason,Beaufort,Waypoint,Swell Ind,Substrate,Substrate Notes,Condition Notes,Transect Name,Transect Notes,General Notes,Camera ID,Camera Detail,First Frame,Last Frame
21980,2016-10-05,MAZIWA,13:00:00,13:10:00,,,,,FORAGE,HIGH,100,5 MINUTES,,0.0,17,False,CHANNEL,,,,,80D camera///closest location: MM,Canon EOS 80D,N/A,2379,2383
21981,2016-10-05,MAZIWA,13:43:00,13:49:00,,,,,REST,HIGH,100,5 MINUTES,,0.0,18,False,UNKNOWN,,,,,80D camera///closest location: OH///stayed for MVA photos after ending survey,Canon EOS 80D,N/A,2387,2387
21982,2016-10-05,MAZIWA,13:56:00,14:01:00,,,,,NO DATA,,,5 MINUTES,,0.0,19,False,CHANNEL,,,,,80D camera///closest location: OH,Canon EOS 80D,N/A,2388,2389
21983,2016-10-05,MAZIWA,14:11:00,14:22:00,,,,,REST,HIGH,450,5 MINUTES,,0.0,20,False,CHANNEL,,,,,80D camera///closest location: OH,Canon EOS 80D,N/A,2390,2398
21984,2016-10-05,MAZIWA,14:35:00,14:47:00,,,,,NO DATA,,,5 MINUTES,,0.5,21,False,CHANNEL,,,,,80D camera///closest location: OH,Canon EOS 80D,N/A,2399,2407
21985,2016-10-05,MAZIWA,15:12:00,15:17:00,,,,,NO DATA,,,5 MINUTES,,1.0,22,False,SEAGRASS 4,,,,,closest location: Dubaut,,,,
21986,2016-10-05,MAZIWA,15:43:00,15:48:00,,,,,NO DATA,,,5 MINUTES,,1.0,23,False,UNKNOWN,,,,,closest location: OH,,,,
21987,2016-10-05,MAZIWA,16:11:00,16:16:00,,,,,NO DATA,,,5 MINUTES,,0.0,24,False,UNKNOWN,,,,,closest location: OH,,,,
21988,2016-10-05,MAZIWA,16:39:00,16:51:00,,,,,NO DATA,,,5 MINUTES,,1.0,25,False,SEAGRASS 4,,,,,80D camera///closest location: OH///stayed dor MVA photos after ending survey,Canon EOS 80D,N/A,2408,2426
21989,2016-10-06,MAZIWA,08:14:00,08:19:00,,,,,REST,HIGH,300,5 MINUTES,,0.0,1,False,UNKNOWN,,,,,,,,,
21990,2016-10-06,MAZIWA,08:33:00,08:38:00,,,,,NO DATA,,,5 MINUTES,,0.5,2,False,UNKNOWN,,,,,,,,,
21991,2016-10-06,MAZIWA,08:58:00,09:04:00,,,,,FORAGE,HIGH,500,5 MINUTES,,0.5,3,False,CHANNEL,,,,,80D camera///closest location: MM,Canon EOS 80D,N/A,2427,2430
21992,2016-10-06,MAZIWA,09:12:00,09:17:00,,,,,NO DATA,,,5 MINUTES,,0.5,4,False,CHANNEL,,,,,80D camera///closest location: MM ///Stayed for MVS photos after ending survey,Canon EOS 80D,N/A,2431,2431
21993,2013-06-12,POMBOO,15:58:00,16:12:00,ACCURATE,SECOND,ACCURATE,SECOND,TRAVEL,HIGH,400,5 MINUTES,,1.0,8,False,SEAGRASS 4,,,,,,PERSONAL,EMP,2985,3024
21994,2016-10-06,MAZIWA,10:15:00,10:22:00,,,,,NO DATA,,,5 MINUTES,,0.0,6,False,CHANNEL,,,,,80D camera///closest location: MM,Canon EOS 80D,N/A,2435,2436
21995,2016-10-06,MAZIWA,10:35:00,10:43:00,,,,,FORAGE,HIGH,250,5 MINUTES,,0.0,7,False,,,,,,80D camera,Canon EOS 80D,N/A,2437,2440
21996,2016-10-06,MAZIWA,10:47:00,10:52:00,,,,,FORAGE,HIGH,300,5 MINUTES,,0.0,8,False,CHANNEL,,,,,80D camera///Stayed for MVA photos after ending survey,Canon EOS 80D,N/A,2441,2445
21997,2016-10-06,MAZIWA,10:59:00,11:01:00,,,,,NO DATA,,,RESIGHT,,0.0,9,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,2446,2447
21998,2016-10-06,MAZIWA,11:02:00,11:07:00,,,,,NO DATA,,,5 MINUTES,,0.0,10,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,2448,2450
21999,2016-10-06,MAZIWA,11:12:00,11:22:00,,,,,NO DATA,,,5 MINUTES,,0.0,11,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,2451,2458
22000,2016-10-06,MAZIWA,11:25:00,11:31:00,,,,,REST,HIGH,400,5 MINUTES,,0.0,12,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,2459,2462
22001,2016-10-06,MAZIWA,11:34:00,11:44:00,,,,,FORAGE,HIGH,300,5 MINUTES,,0.0,13,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,2463,2475
22002,2016-10-06,MAZIWA,11:52:00,11:56:00,,,,,NO DATA,,,OTHER,,0.0,15,False,CHANNEL,,,,,,,,,
22003,2016-10-06,MAZIWA,11:56:00,12:01:00,,,,,NO DATA,,,5 MINUTES,,0.0,16,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,2476,2477
22004,2016-10-06,MAZIWA,12:04:00,12:15:00,,,,,FORAGE,HIGH,200,5 MINUTES,,0.0,17,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,2478,2482
22005,2016-10-06,MAZIWA,12:43:00,12:48:00,ACCURATE,SECOND,ACCURATE,SECOND,REST,HIGH,100,5 MINUTES,,1.0,18,False,UNKNOWN,,,,,closest location: OH,,,,
22006,2016-10-06,MAZIWA,13:03:00,13:13:00,,,,,NO DATA,,,5 MINUTES,,0.5,19,False,UNKNOWN,,,,,80D camera///closest location:OH///stayed for photos afer ending survey,Canon EOS 80D,N/A,2483,2525
22007,2016-10-06,MAZIWA,13:59:00,14:04:00,,,,,NO DATA,,,FOLLOW STARTED,,1.0,22,False,SEAGRASS 4,,,,,,,,,
22008,2016-10-07,MAZIWA,08:28:00,08:33:00,,,,,REST,HIGH,250,5 MINUTES,,0.0,1,False,UNKNOWN,,,,,closest location:MM///Stayed for MVA photos after ending survey,,,,
22009,2016-10-07,MAZIWA,08:39:00,08:44:00,,,,,NO DATA,,,5 MINUTES,,0.5,2,False,UNKNOWN,,,,,closest location: MM,,,,
22010,2016-10-07,MAZIWA,08:44:00,08:49:00,,,,,NO DATA,,,5 MINUTES,,0.5,3,False,UNKNOWN,,,,,closest location: MM,,,,
22011,2016-10-07,MAZIWA,09:58:00,10:12:00,,,,,FORAGE,HIGH,400,5 MINUTES,,0.5,4,False,CHANNEL,,,,,80D camera///stayed for MVA photos after ending survey,Canon EOS 80D,N/A,2526,2548
22012,2016-10-07,MAZIWA,10:44:00,10:49:00,,,,,NO DATA,,,5 MINUTES,,0.0,5,False,UNKNOWN,,,,,80D camera///closest location: Dubaut,Canon EOS 80D,N/A,2549,2551
22013,2016-10-07,MAZIWA,11:19:00,11:30:00,,,,,NO DATA,,,5 MINUTES,,0.0,6,False,SEAGRASS 4,,,,,80D camera,Canon EOS 80D,N/A,2552,2578
22014,2016-10-07,MAZIWA,11:51:00,12:00:00,,,,,NO DATA,,,5 MINUTES,,0.5,7,False,UNKNOWN,,,,,80D camera,Canon EOS 80D,N/A,2579,2601
22015,2016-10-07,MAZIWA,12:20:00,12:24:00,,,,,NO DATA,,,WEATHER,,2.0,8,False,UNKNOWN,,,,,,,,,
22016,2016-10-07,MAZIWA,12:50:00,12:57:00,,,,,UNKNOWN,HIGH,200,5 MINUTES,,1.5,9,False,UNKNOWN,,,,,80D camera///closest location: MM///Initial activity is FORAGE or TRAVEL.,Canon EOS 80D,N/A,2602,2603
22017,2016-10-07,MAZIWA,13:50:00,14:02:00,,,,,NO DATA,,,FOLLOW STARTED,,1.0,11,False,UNKNOWN,,,,,80D camera///closest location: CR,Canon EOS 80D,N/A,2604,2610
22018,2016-10-07,MAZIWA,16:13:00,16:23:00,,,,,NO DATA,,,5 MINUTES,,1.0,12,False,UNKNOWN,,,,,80D camera,Canon EOS 80D,N/A,2614,2624
22019,2016-10-07,MAZIWA,16:38:00,16:48:00,,,,,FORAGE,HIGH,450,5 MINUTES,,1.0,13,False,UNKNOWN,,,,,80D camera///stayed for MVA photos after ending survey,Canon EOS 80D,N/A,2625,2649
22020,2016-10-07,MAZIWA,17:05:00,17:10:00,,,,,NO DATA,,,5 MINUTES,,1.0,14,False,UNKNOWN,,,,,80D camera ///stayed for MVA photos after ending survey,Canon EOS 80D,N/A,2650,2651
22021,2016-10-07,MAZIWA,17:18:00,17:26:00,,,,,NO DATA,,,5 MINUTES,,1.0,15,False,UNKNOWN,,,,,80D camera,Canon EOS 80D,N/A,2652,2669
22022,2016-10-12,MAZIWA,07:27:00,07:32:00,,,,,UNKNOWN,HIGH,350,FOLLOW STARTED,,1.0,1,False,CHANNEL,,,,,Initial activity is FORAGE or TRAVEL.,,,,
22023,2016-10-12,MAZIWA,11:05:00,11:12:00,,,,,NO DATA,,,5 MINUTES,,3.0,4,False,CHANNEL,,,,,80D camera///closest location:MM,Canon EOS 80D,N/A,2673,2673
22024,2016-10-12,MAZIWA,11:28:00,11:33:00,,,,,NO DATA,,,5 MINUTES,,3.5,5,False,CHANNEL,,,,,80D camera///closest location: MM///Valeria Senigaglia was scribing assisted by CPD///Satyed for MVA photos after ending survey,Canon EOS 80D,N/A,2674,2676
22025,2016-10-22,MAZIWA,12:25:00,12:32:00,ACCURATE,SECOND,ACCURATE,SECOND,REST,HIGH,300,5 MINUTES,,1.0,4,False,,,,,,80D camera///Valeria Senigaglia was scribing,Canon EOS 80D,N/A,2761,2762
22026,2016-10-13,MAZIWA,09:28:00,09:35:00,,,,,FORAGE,HIGH,600,5 MINUTES,,0.0,1,False,UNKNOWN,,,,,80D camera,Canon EOS 80D,N/A,2677,2678
22027,2016-10-13,MAZIWA,09:45:00,09:55:00,,,,,REST,HIGH,150,5 MINUTES,,0.0,2,False,UNKNOWN,,,,,80D camera///Valeria Senigaglia was scribing///Stayed for MVA photos,Canon EOS 80D,N/A,2679,2683
22028,2016-10-13,MAZIWA,10:08:00,10:17:00,,,,,NO DATA,,,5 MINUTES,,0.0,3,False,UNKNOWN,,,,,80D camera,Canon EOS 80D,N/A,2684,2691
22029,2016-10-13,MAZIWA,10:19:00,10:24:00,,,,,REST,HIGH,200,5 MINUTES,,0.0,4,False,SEAGRASS 1,,,,,80D camera,Canon EOS 80D,N/A,2692,2700
22030,2016-10-13,MAZIWA,10:56:00,11:01:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,,,5 MINUTES,,0.0,13,False,SEAGRASS 1,,,,,80D camera,Canon EOS 80D,N/A,2701,2704
22031,2016-10-13,MAZIWA,11:15:00,11:20:00,ACCURATE,SECOND,ACCURATE,SECOND,FORAGE,HIGH,150,5 MINUTES,,0.0,5,False,SEAGRASS 4,,,,,80D camera,Canon EOS 80D,N/A,2705,2706
22032,2016-10-13,MAZIWA,11:35:00,11:41:00,ACCURATE,SECOND,ACCURATE,SECOND,FORAGE,HIGH,250,5 MINUTES,,0.0,6,False,UNKNOWN,,,,,80D camera///Valeria Senigaglia was scribing,Canon EOS 80D,N/A,2707,2710
22033,2016-10-13,MAZIWA,11:57:00,12:02:00,ACCURATE,SECOND,ACCURATE,SECOND,REST,HIGH,150,5 MINUTES,,0.0,14,False,UNKNOWN,,,,,80D camera///Valeria Senigaglia was scribing,Canon EOS 80D,N/A,2711,2716
22034,2016-10-13,MAZIWA,13:05:00,13:10:00,ACCURATE,SECOND,ACCURATE,SECOND,FORAGE,HIGH,400,5 MINUTES,,0.0,8,False,,,,,,80D camera,Canon EOS 80D,N/A,2717,2721
22035,2016-10-13,MAZIWA,13:23:00,13:28:00,ACCURATE,SECOND,ACCURATE,SECOND,FORAGE,HIGH,400,5 MINUTES,,0.0,9,False,SEAGRASS 1,,,,,80D camera,Canon EOS 80D,N/A,2722,2726
22036,2016-10-13,MAZIWA,13:41:00,13:46:00,ACCURATE,SECOND,ACCURATE,SECOND,FORAGE,HIGH,200,5 MINUTES,,0.5,15,False,,,,,,80D camera///Valeria Senigaglia was escribing assisted by EG,Canon EOS 80D,N/A,2727,2728
22037,2016-10-13,MAZIWA,13:48:00,13:53:00,ACCURATE,SECOND,ACCURATE,SECOND,FORAGE,HIGH,100,5 MINUTES,,0.5,10,False,,,,,,80D camera///Valeria Senigaglia was scribing,,,,
22038,2016-10-13,MAZIWA,14:04:00,14:09:00,ACCURATE,SECOND,ACCURATE,SECOND,FORAGE,HIGH,100,5 MINUTES,,0.5,11,False,,,,,,80d camera///Valeria Senigaglia was scribing///Waypoint info not taken,Canon EOS 80D,N/A,2734,2734
22039,2016-10-13,MAZIWA,14:20:00,14:25:00,ACCURATE,SECOND,ACCURATE,SECOND,FORAGE,HIGH,100,FOLLOW STARTED,,1.0,12,False,,,,,,80D camera///Valeria Senigaglia was scribing///Waypoint info not taken,Canon EOS 80D,N/A,2735,2738
22040,2016-10-14,MAZIWA,08:53:00,09:03:00,,,,,NO DATA,,,5 MINUTES,,1.0,2,False,UNKNOWN,,,,,"80D camera///Synchs, but not recorded",Canon EOS 80D,N/A,2739,2746
22041,2016-10-14,MAZIWA,10:27:00,10:32:00,,,,,NO DATA,,,5 MINUTES,,3.5,3,False,UNKNOWN,,,,,,,,,
22042,2016-10-22,MAZIWA,11:28:00,11:33:00,ACCURATE,SECOND,ACCURATE,SECOND,TRAVEL,HIGH,150,5 MINUTES,,0.0,1,False,UNKNOWN,,,,,,,,,
22043,2016-10-22,MAZIWA,11:52:00,12:03:00,,,,,REST,HIGH,500,5 MINUTES,,,2,False,CHANNEL,,,,,80D camera///Valeria Senigaglia was scribing,Canon EOS 80D,N/A,2747,2750
22044,2016-10-22,MAZIWA,12:13:00,12:22:00,,,,,FORAGE,HIGH,450,5 MINUTES,,,3,False,CHANNEL,,,,,80D camera///Valeria Senigaglia was scribing,Canon EOS 80D,N/A,2751,2760
22045,2016-10-22,MAZIWA,12:34:00,12:40:00,,,,,NO DATA,,,5 MINUTES,,1.0,5,False,CHANNEL,,,,,80D camera///Valeria Senigaglia was scribing,Canon EOS 80D,N/A,2763,2773
22046,2016-10-22,MAZIWA,13:04:00,13:10:00,,,,,FORAGE,HIGH,200,5 MINUTES,,1.5,6,False,SEAGRASS 1,,,,,80D camera///Valeria Senigaglia was scribing,Canon EOS 80D,N/A,2775,2776
22047,2016-10-22,MAZIWA,13:39:00,13:57:00,ACCURATE,MINUTE,ACCURATE,MINUTE,NO DATA,,,5 MINUTES,,1.0,7,False,,,,,,80D camera///Valeria Senigaglia was scribing,Canon EOS 80D,N/A,2777,2887
22048,2016-10-23,MAZIWA,07:38:00,07:49:00,,,,,REST,HIGH,500,5 MINUTES,,0.5,1,False,UNKNOWN,,,,,80D camera///ValeriaSenigaglia was scribing,Canon EOS 80D,N/A,2930,2834
22049,2016-10-23,MAZIWA,09:57:00,10:02:00,,,,,TRAVEL,HIGH,250,5 MINUTES,,2.5,3,False,SEAGRASS 1,,,,,80D camera///Valeria Senigaglia was scribing,Canon EOS 80D,N/A,2945,2947
22050,2016-10-23,MAZIWA,10:52:00,10:57:00,,,,,NO DATA,,,LOST DOLPHIN(S),,4.0,4,False,UNKNOWN,,,,,Valeria Senigaglia was scribing,,,,
22051,2016-10-24,MAZIWA,09:16:00,09:24:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,,,5 MINUTES,,4.0,1,False,,,,,,80D camera,Canon EOS 80D,N/A,2948,2950
22052,2016-10-24,MAZIWA,09:34:00,09:39:00,,,,,NO DATA,,,5 MINUTES,,3.0,3,False,CHANNEL,,,,,,,,,
22053,2016-10-24,MAZIWA,10:05:00,10:10:00,,,,,FORAGE,HIGH,200,5 MINUTES,,2.5,4,False,SAND,,,,,80D camera,Canon EOS 80D,N/A,2952,2955
22054,2016-10-24,MAZIWA,10:24:00,10:35:00,,,,,REST,HIGH,200,5 MINUTES,,2.0,5,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,2956,2975
22055,2016-10-24,MAZIWA,11:14:00,11:19:00,,,,,FORAGE,HIGH,400,5 MINUTES,,2.0,6,False,UNKNOWN,,,,,80D camera,Canon EOS 80D,N/A,2976,2979
22056,2016-10-24,MAZIWA,11:27:00,11:32:00,,,,,FORAGE,HIGH,200,5 MINUTES,,1.5,7,False,UNKNOWN,,,,,80D camera,Canon EOS 80D,N/A,2478,2982
22057,2016-10-24,MAZIWA,11:55:00,12:10:00,,,,,UNKNOWN,HIGH,300,5 MINUTES,,1.0,8,False,UNKNOWN,,,,,80D camera///Initial activity is FORAGE or TRAVEL.,Canon EOS 80D,N/A,2983,2988
22058,2016-10-24,MAZIWA,12:12:00,12:18:00,,,,,REST,HIGH,300,5 MINUTES,,1.0,9,False,UNKNOWN,,,,,80D camera,Canon EOS 80D,N/A,2989,3007
22059,2016-10-26,MAZIWA,15:43:00,15:52:00,,,,,FORAGE,HIGH,500,5 MINUTES,,0.5,1,False,UNKNOWN,,,,,80D camera,Canon EOS 80D,N/A,3008,3019
22060,2016-10-26,MAZIWA,16:05:00,16:13:00,,,,,FORAGE,HIGH,150,5 MINUTES,,0.5,2,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,3020,3033
22061,2016-10-26,MAZIWA,16:16:00,16:22:00,,,,,FORAGE,HIGH,100,5 MINUTES,,1.0,3,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,3034,3036
22062,2016-10-26,MAZIWA,16:23:00,16:28:00,,,,,NO DATA,,,5 MINUTES,,1.0,4,False,CHANNEL,,,,,80D camera,Canon EOS 80D,N/A,3037,
22063,2016-10-27,MAZIWA,12:09:00,12:25:00,,,,,NO DATA,,,5 MINUTES,,3.5,1,False,UNKNOWN,,,,,,,,,
22064,2016-10-29,MAZIWA,11:36:00,11:39:00,,,,,REST,HIGH,100,FOLLOW STARTED,,2.0,1,False,UNKNOWN,,,,,,,,,
22065,2016-10-23,MAZIWA,08:52:00,09:04:00,ACCURATE,SECOND,ACCURATE,SECOND,FORAGE,HIGH,300,FOLLOW STARTED,,1.5,2,False,SEAGRASS 4,,,,,80D camera,Canon EOS 80D,N/A,2935,2944
22066,2017-05-14,POMBOO,11:30:00,11:39:00,,,,,FORAGE,HIGH,200,5 MINUTES,,3.0,1,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,3102,3130
22067,2017-05-14,POMBOO,11:55:00,12:20:00,,,,,REST,HIGH,200,5 MINUTES,,3.0,2,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,3131,3211
22068,2017-05-14,POMBOO,12:24:00,12:34:00,,,,,FORAGE,HIGH,200,5 MINUTES,,3.0,3,False,UNKNOWN,,,,,12:49 with sponge (echinoderm),Canon EOS 70D,N/A,3212,3213
22069,2017-05-14,POMBOO,12:39:00,12:53:00,,,,,FORAGE,HIGH,150,5 MINUTES,,3.0,4,False,CHANNEL,,,,,12:49 DOD with sponge (echinoderm),Canon EOS 70D,N/A,3214,3233
22070,2017-05-14,POMBOO,13:19:00,13:25:00,,,,,FORAGE,HIGH,200,5 MINUTES,,2.0,5,False,CHANNEL,,,,,,Canon EOS 70D,N/A,3234,3241
22071,2017-05-14,POMBOO,14:02:00,14:09:00,,,,,NO DATA,HIGH,,5 MINUTES,,3.0,6,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,3242,3247
22072,2017-05-14,POMBOO,14:54:00,15:02:00,,,,,FORAGE,HIGH,300,5 MINUTES,,3.0,7,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,3248,3254
22073,2017-05-14,POMBOO,15:10:00,15:20:00,,,,,FORAGE,HIGH,700,5 MINUTES,,2.0,8,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,3255,3262
22074,2017-05-14,POMBOO,15:24:00,15:37:00,,,,,NO DATA,HIGH,,5 MINUTES,,2.0,9,False,UNKNOWN,,,,,TUF and GGL Vti,Canon EOS 70D,N/A,3263,3290
22075,2017-05-16,POMBOO,07:31:00,07:36:00,,,,,REST,HIGH,400,5 MINUTES,,1.0,1,False,UNKNOWN,,,,,No sign of Divine,Canon EOS 70D,N/A,1,10
22076,2017-05-16,POMBOO,07:38:00,07:52:00,,,,,REST,HIGH,100,5 MINUTES,,1.0,2,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,11,22
22077,2017-05-16,POMBOO,08:36:00,08:57:00,,,,,REST,HIGH,300,5 MINUTES,OTHER,3.0,3,False,UNKNOWN,,,,,Secondary departure reason: biopsy,Canon EOS 70D,N/A,23,93
22078,2017-05-16,POMBOO,09:37:00,09:46:00,,,,,FORAGE,HIGH,500,5 MINUTES,OTHER,3.0,5,False,UNKNOWN,,,,,Secondary Depature Reason: Biopsy,Canon EOS 70D,N/A,98,108
22079,2017-05-16,POMBOO,10:12:00,10:36:00,,,,,NO DATA,HIGH,,5 MINUTES,OTHER,2.0,6,True,UNKNOWN,,,,,Secondary depature reason: Biopsy,Canon EOS 70D,N/A,109,181
22080,2017-05-16,POMBOO,13:29:00,13:33:00,,,,,UNKNOWN,HIGH,,LOST DOLPHIN(S),WEATHER,3.0,7,False,UNKNOWN,,,,,"Lost, no photo",,,,
22081,2017-05-17,POMBOO,12:21:00,12:32:00,,,,,REST,HIGH,100,5 MINUTES,,2.0,2,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,182,190
22082,2017-05-17,POMBOO,13:04:00,13:10:00,,,,,REST,HIGH,400,5 MINUTES,OTHER,2.0,3,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,218,225
22083,2017-05-17,POMBOO,14:20:00,14:36:00,,,,,TRAVEL,HIGH,300,5 MINUTES,,1.0,5,True,UNKNOWN,,,,,,Canon EOS 70D,N/A,233,249
22084,2017-05-17,POMBOO,14:52:00,14:57:00,,,,,FORAGE,HIGH,400,5 MINUTES,OTHER,1.0,6,True,UNKNOWN,,,,,Seconday Depature Reason: Biopsy,Canon EOS 70D,N/A,250,260
22085,2017-05-17,POMBOO,15:54:00,16:04:00,,,,,FORAGE,HIGH,300,5 MINUTES,,1.5,7,False,UNKNOWN,,,,,Fresh shark bite wounds on DSL///no sign of Cyrus (CYU),Canon EOS 70D,N/A,261,271
22086,2017-05-17,POMBOO,16:13:00,16:35:00,,,,,TRAVEL,HIGH,700,5 MINUTES,OTHER,1.0,8,False,UNKNOWN,,,,,Secondary depature reason: biopsy,Canon EOS 70D,N/A,272,294
22087,2017-05-17,POMBOO,16:54:00,17:07:00,,,,,NO DATA,HIGH,,5 MINUTES,,1.0,12,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,302,369
22088,2017-05-18,POMBOO,08:21:00,08:33:00,,,,,TRAVEL,HIGH,200,LOST DOLPHIN(S),,3.0,2,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,370,379
22089,2017-05-18,POMBOO,09:08:00,09:21:00,,,,,NO DATA,HIGH,,5 MINUTES,FOLLOW STARTED,3.0,3,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,380,402
22090,2017-05-18,POMBOO,09:42:00,09:50:00,,,,,TRAVEL,HIGH,100,5 MINUTES,OTHER,3.0,4,False,UNKNOWN,,,,,Secondary departure reason: biopsy,Canon EOS 70D,N/A,406,414
22091,2017-05-18,POMBOO,10:44:00,10:55:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,FOLLOW STARTED,2.0,6,True,UNKNOWN,,,,,"Boys (ABC, BTS, SCM) may be herding COP",Canon EOS 70D,N/A,423,457
22092,2017-05-18,POMBOO,11:30:00,11:36:00,,,,,NO DATA,HIGH,,5 MINUTES,,2.0,7,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,480,481
22093,2017-05-18,POMBOO,13:28:00,13:39:00,ACCURATE,SECOND,ACCURATE,SECOND,TRAVEL,HIGH,400,5 MINUTES,,1.0,8,True,UNKNOWN,,,,,,Canon EOS 70D,N/A,485,498
22094,2017-05-18,POMBOO,13:42:00,14:08:00,,,,,SOCIAL,HIGH,200,5 MINUTES,,1.0,9,True,UNKNOWN,,,,,,Canon EOS 70D,N/A,499,551
22095,2017-05-18,POMBOO,14:38:00,14:43:00,,,,,FORAGE,HIGH,800,5 MINUTES,OTHER,0.5,10,False,SEAGRASS 3,,,,,Secondary departure reason: biopsy,Canon EOS 70D,N/A,552,558
22096,2017-05-18,POMBOO,15:04:00,15:09:00,,,,,NO DATA,HIGH,,5 MINUTES,,0.5,12,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,561,563
22097,2017-05-18,POMBOO,15:12:00,15:20:00,,,,,FORAGE,HIGH,500,5 MINUTES,,0.5,13,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,564,570
22098,2017-05-18,POMBOO,15:23:00,15:28:00,,,,,NO DATA,HIGH,,5 MINUTES,,0.5,14,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,571,573
22099,2017-05-18,POMBOO,16:12:00,16:17:00,,,,,FORAGE,HIGH,1000,5 MINUTES,OTHER,0.0,16,False,UNKNOWN,,,,,Secondary depature reason: biopsy,Canon EOS 70D,N/A,592,602
22100,2017-05-18,POMBOO,16:39:00,16:45:00,,,,,NO DATA,HIGH,,5 MINUTES,,0.0,17,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,603,607
22101,2017-05-19,POMBOO,09:08:00,09:21:00,,,,,TRAVEL,HIGH,300,5 MINUTES,,3.0,1,False,SAND,,,,,,Canon EOS 70D,N/A,608,616
22102,2017-05-19,POMBOO,09:59:00,10:07:00,,,,,NO DATA,HIGH,,5 MINUTES,,2.0,2,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,617,628
22103,2017-05-19,POMBOO,11:45:00,11:52:00,,,,,FORAGE,HIGH,200,5 MINUTES,,3.0,3,False,CHANNEL,,,,,,Canon EOS 70D,N/A,629,635
22104,2017-05-19,POMBOO,12:09:00,12:25:00,,,,,NO DATA,HIGH,,5 MINUTES,OTHER,2.0,4,False,CHANNEL,,,,,Secondary depature reason: biopsy,Canon EOS 70D,N/A,636,652
22105,2017-05-19,POMBOO,13:41:00,14:03:00,,,,,REST,HIGH,600,5 MINUTES,,1.5,6,False,CHANNEL,,,,,,Canon EOS 70D,N/A,674,697
22106,2017-05-20,POMBOO,10:39:00,10:45:00,,,,,NO DATA,HIGH,,5 MINUTES,,1.0,1,False,SAND,,,,,,Canon EOS 70D,N/A,698,705
22107,2017-05-20,POMBOO,10:51:00,10:56:00,,,,,FORAGE,HIGH,500,5 MINUTES,,1.0,2,False,UNKNOWN,,,,,,Canon EOS 70D,N/A,706,709
22108,2017-05-20,POMBOO,11:09:00,11:15:00,,,,,REST,HIGH,800,5 MINUTES,,1.5,3,False,UNKNOWN,,,,,11:13 all start pp at blast speed,Canon EOS 70D,N/A,710,719
22109,2017-05-20,POMBOO,11:16:00,11:25:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,2.0,4,False,UNKNOWN,,,,,11:29 LEN bowriding,Canon EOS 70D,N/A,720,748
22110,2017-05-20,POMBOO,11:42:00,11:49:00,,,,,FORAGE,HIGH,300,5 MINUTES,,,5,False,CHANNEL,,,,,,Canon EOS 70D,N/A,749,760
22111,2017-05-20,POMBOO,11:51:00,12:10:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,1.5,6,True,,,,,,12:11 LNT bowriding///12:15 TTM EDE bowriding,Canon EOS 70D,N/A,761,854
22112,2017-05-20,POMBOO,13:09:00,13:20:00,,,,,REST,HIGH,800,5 MINUTES,FOLLOW STARTED,0.5,7,True,UNKNOWN,,,,,,Canon EOS 70D,N/A,855,866
22113,2017-05-25,MAZIWA,09:01:00,09:27:00,,,,,FORAGE,HIGH,400,5 MINUTES,,2.5,1,False,UNKNOWN,,,,,,Canon EOS 80D,N/A,1,31
